PMC,PMCtitle,PMCabstract,Query_Protein,Query_Drug,ProteinNames,DrugNames,FuzzyMatchProtein,FuzzyMatchDrug,ExactMatchProtein,ExactMatchDrug
PMC3064677,HER1-targeted 86Y-panitumumab possesses superior targeting characteristics than 86Y-cetuximab for PET imaging of human malignant mesothelioma tumors xenografts.,"Malignant mesothelioma (MM), a rare form of cancer is often associated with previous exposure to fibrous minerals, such as asbestos. Asbestos exposure increases HER1-activity and expression in pre-clinical models. Additionally, HER1 over-expression is observed in the majority of MM cases. In this study, the utility of HER1-targeted chimeric IgG(1), cetuximab, and a human IgG(2), panitumumab, radiolabeled with (86)Y, were evaluated for PET imaging to detect MM non-invasively in vivo, and to select an antibody candidate for radioimmunotherapy (RIT).",P00533,XA,"['HER1', 'EGFR', 'epidermal growth factor receptor', 'Genes', 'HER1', 'Epidermal growth factor receptor', 'mENA']",['XA'],['HER1'],[],"['EGFR', 'epidermal growth factor receptor', 'Genes', 'HER1', 'Epidermal growth factor receptor', 'mENA']",['XA']
PMC99897,Transforming growth factor beta1 (TGF-beta1) promotes endothelial cell survival during in vitro angiogenesis via an autocrine mechanism implicating TGF-alpha signaling.,"Mouse capillary endothelial cells (1G11 cell line) embedded in type I collagen gels undergo in vitro angiogenesis. Cells rapidly reorganize and form capillary-like structures when stimulated with serum. Transforming growth factor beta1 (TGF-beta1) alone can substitute for serum and induce cell survival and tubular network formation. This TGF-beta1-mediated angiogenic activity depends on phosphatidylinositol 3-kinase (PI3K) and p42/p44 mitogen-activated protein kinase (MAPK) signaling. We showed that specific inhibitors of either pathway (wortmannin, LY-294002, and PD-98059) all suppressed TGF-beta1-induced angiogenesis mainly by compromising cell survival. We established that TGF-beta1 stimulated the expression of TGF-alpha mRNA and protein, the tyrosine phosphorylation of a 170-kDa membrane protein representing the epidermal growth factor (EGF) receptor, and the delayed activation of PI3K/Akt and p42/p44 MAPK. Moreover, we showed that all these TGF-beta1-mediated signaling events, including tubular network formation, were suppressed by incubating TGF-beta1-stimulated endothelial cells with a soluble form of an EGF receptor (ErbB-1) or tyrphostin AG1478, a specific blocker of EGF receptor tyrosine kinase. Finally, addition of TGF-alpha alone poorly stimulated angiogenesis; however, by reducing cell death, it strongly potentiated the action of TGF-beta1. We therefore propose that TGF-beta1 promotes angiogenesis at least in part via the autocrine secretion of TGF-alpha, a cell survival growth factor, activating PI3K/Akt and p42/p44 MAPK.",P00533,XA,"['EGFR', 'erbB-1', 'Genes', 'ERBB']",['XA'],[],[],"['EGFR', 'erbB-1', 'Genes', 'ERBB']",['XA']
PMC9469493,Monomerization of Homodimeric Trefoil Factor 3 (TFF3) by an Aminonitrile Compound Inhibits TFF3-Dependent Cancer Cell Survival.,"Trefoil factor 3 (TFF3) is a secreted protein with an established oncogenic function and a highly significant association with clinical progression of various human malignancies. Herein, a novel small molecule that specifically targets TFF3 homodimeric functions was identified. Utilizing the concept of reversible covalent interaction, 2-amino-4-(4-(6-fluoro-5-methylpyridin-3-yl)phenyl)-5-oxo-4H,5H-pyrano[3,2-",P00533,XA,"['EGFR', 'epidermal growth factor receptor', 'Genes', 'HER1', 'Epidermal growth factor receptor']",['XA'],[],[],"['EGFR', 'epidermal growth factor receptor', 'Genes', 'HER1', 'Epidermal growth factor receptor']",['XA']
PMC10143525,"Novel 2-Amino-1,4-Naphthoquinone Derivatives Induce A549 Cell Death through Autophagy.","A series of 1,4-naphthoquinone derivatives containing were synthesized as anti-cancer agents and the crystal structure of compound",P00533,XA,"['EGFR', 'epidermal growth factor receptor', 'Genes', 'Epidermal growth factor receptor']",['XA'],[],[],"['EGFR', 'epidermal growth factor receptor', 'Genes', 'Epidermal growth factor receptor']",['XA']
PMC6749213,NMR-Based Metabolomics Profiling for Radical Scavenging and Anti-Aging Properties of Selected Herbs.,"Herbs that are usually recognized as medicinal plants are well known for their therapeutic effects and are traditionally used to treat numerous diseases, including aging. This study aimed to evaluate the metabolite variations among six selected herbs namely",P01033,PCA,"['EPA', 'Collagenase inhibitor']",['PCA'],[],[],"['EPA', 'Collagenase inhibitor']",['PCA']
PMC6749213,NMR-Based Metabolomics Profiling for Radical Scavenging and Anti-Aging Properties of Selected Herbs.,"Herbs that are usually recognized as medicinal plants are well known for their therapeutic effects and are traditionally used to treat numerous diseases, including aging. This study aimed to evaluate the metabolite variations among six selected herbs namely",P01033,PCA,"['EPA', 'Collagenase inhibitor']",['PCA'],[],[],"['EPA', 'Collagenase inhibitor']",['PCA']
PMC4485619,Steric and electronic control over the reactivity of a thiolate-ligated Fe(II) complex with dioxygen and superoxide: reversible mu-oxo dimer formation.,"The reactivity between a thiolate-ligated five-coordinate complex [FeII(SMe2N4(tren))]+ (1) and dioxygen is examined in order to determine if O2 activation, resembling that of the metalloenzyme cytochrome P450, can be promoted even when O2 binds cis, as opposed to trans, to a thiolate. Previous work in our group showed that [FeII(SMe2N4(tren))]+ (1) reacts readily with superoxide (O2-) in the presence of a proton source to afford H2O2 via an Fe(III)-OOH intermediate, thus providing a biomimetic model for the metalloenzyme superoxide reductase (SOR). Addition of O2 to 1 affords binuclear mu-oxo-bridged [FeIII(SMe2N4(tren))]2(mu2-O)(PF6)2.3MeCN (3). At low temperatures, in protic solvents, an intermediate is detected, the details of which will be the subject of a separate paper. Although the thiolate ligand does not appear to perturb the metrical parameters of the unsupported mu-oxo bridge (Fe-O= 1.807(8) A, and Fe-O-Fe= 155.3(5) degrees fall in the usual range), it decreases the magnetic coupling between the irons (J=-28 cm(-1)) and creates a rather basic oxo site. Protonation of this oxo using strong (HBF4, HCl) or weak (HOAc, NH4PF6, LutNHCl) acids results in bridge cleavage to cleanly afford the corresponding monomeric anion-ligated (OAc- (6), or Cl- (7)) or solvent-ligated (MeCN (4)) derivatives. Addition of OH- converts [FeIII(SMe2N4(tren))(MeCN2+ (4) back to mu-oxo 3. Thus, mu-oxo bridge cleavage is reversible. The protonated mu-hydroxo-bridged intermediate is not observed. In an attempt to prevent mu-oxo dimer formation, and facilitate the observation of O2-bound intermediates, a bulkier tertiary amine ligand, tren-Et4= N-(2-amino-ethyl)-N-(2-diethylamino-ethyl)-N',N'-diethyl-ethane-1,2-diamine, and the corresponding [FeII(SMe2N4(tren-Et4))]+ (5) complex was synthesized and structurally characterized. Steric repulsive interactions create unusually long FeII-N(3,4) amine bonds in 5 (mean distance=2.219(1) A). The [(tren-Et4)N4SMe2]1- ligand is unable to accommodate iron in the +3 oxidation state, and consequently, in contrast to most thiolate-ligated Fe(II) complexes, [FeII(SMe2N4(tren-Et4))]+ (5) does not readily react with O2. Oxidation of 5 is irreversible, and the potential (Epa=+410 mV (vs SCE)) is anodically shifted relative to 1 (E1/2=-100 mV (vs SCE)).",P01033,XA,['EPA'],"['XA', 'XA']",[],['XA'],['EPA'],['XA']
PMC7432763,Drug Discovery Targeting the Disorder-To-Order Transition Regions through the Conformational Diversity Mimicking and Statistical Analysis.,"Intrinsically disordered proteins exist as highly dynamic conformational ensembles of diverse forms. However, the majority of virtual screening only focuses on proteins with defined structures. This means that computer-aided drug discovery is restricted. As a breakthrough, understanding the structural characteristics of intrinsically disordered proteins and its application can open the gate for unrestricted drug discovery. First, we segmented the target disorder-to-order transition region into a series of overlapping 20-amino-acid-long peptides. Folding prediction generated diverse conformations of these peptides. Next, we applied molecular docking, new evaluation score function, and statistical analysis. This approach successfully distinguished known compounds and their corresponding binding regions. Especially, Myc proto-oncogene protein (MYC) inhibitor 10058F4 was well distinguished from others of the chemical compound library. We also studied differences between the two Methyl-CpG-binding domain protein 2 (MBD2) inhibitors (ABA (2-amino-N-[[(3S)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-acetamide) and APC ((R)-(3-(2-Amino-acetylamino)-pyrrolidine-1-carboxylic acid tert-butyl ester))). Both compounds bind MBD2 through electrostatic interaction behind its p66α-binding site. ABA is also able to bind p66α through electrostatic interaction behind its MBD2-binding site while APC-p66α binding was nonspecific. Therefore, structural heterogeneity mimicking of the disorder-to-order transition region at the peptide level and utilization of the new docking score function represent a useful approach that can efficiently discriminate compounds for expanded virtual screening toward intrinsically disordered proteins.",P01106,XA,['Myc proto-oncogene protein'],['XA'],[],[],['Myc proto-oncogene protein'],['XA']
PMC8763629,Quantitative N-glycoproteome analysis of bovine milk and yogurt.,"Post-translational modification structure of food's proteins might be changed during processing, thereby affecting the nutritional characteristics of the food product. In this study, differences in protein N-glycosylation patterns between milk and yogurt were quantitatively compared based on glycopeptide enrichment, liquid chromatography separation, and tandem mass spectrometry analysis. A total of 181 N-glycosites were identified, among which 142 were quantified in milk and yogurt. Significant alterations in the abundance of 13 of these N-glycosites were evident after the fermentation of milk into yogurt. Overall, the N-glycosylation status of the majority of milk proteins remained relatively unchanged in yogurt, suggesting that their conformations, activities, and functions were maintained despite the fermentation process. Among the main milk proteins, N",P01137,PCA,['Transforming growth factor beta-1 proprotein'],['PCA'],[],[],['Transforming growth factor beta-1 proprotein'],['PCA']
PMC11153800,Ephedra sinica polysaccharide regulate the anti-inflammatory immunity of intestinal microecology and bacterial metabolites in rheumatoid arthritis.,,P01584,PCA,['IL-1'],['PCA'],[],[],['IL-1'],['PCA']
PMC11153800,Ephedra sinica polysaccharide regulate the anti-inflammatory immunity of intestinal microecology and bacterial metabolites in rheumatoid arthritis.,,P01584,PCA,['IL-1'],['PCA'],[],[],['IL-1'],['PCA']
PMC11153800,Ephedra sinica polysaccharide regulate the anti-inflammatory immunity of intestinal microecology and bacterial metabolites in rheumatoid arthritis.,,P01584,PCA,['IL-1'],['PCA'],[],[],['IL-1'],['PCA']
PMC7522988,"Interaction between MyD88, TIRAP and IL1RL1 against Helicobacter pylori infection.","The Toll-interleukin 1 receptor superfamily includes the genes interleukin 1 receptor-like 1 (IL1RL1), Toll like receptors (TLRs), myeloid differentiation primary-response 88 (MyD88), and MyD88 adaptor-like (TIRAP). This study describes the interaction between MyD88, TIRAP and IL1RL1 against Helicobacter pylori infection. Cases and controls were genotyped at the polymorphic sites MyD88 rs6853, TIRAP rs8177374 and IL1RL1 rs11123923. The results show that specific combinations of IL1RL1-TIRAP (AA-CT; P: 2,8 × 10",P01584,Pterin,['IL-1'],"['Pterin', 'Pterine', 'Pterin', 'Pterin', 'Pterine']",[],[],['IL-1'],"['Pterin', 'Pterine', 'Pterin', 'Pterin', 'Pterine']"
PMC6082394,Synthesis of interleukin 1 beta and interleukin 6 in human lymphocytes is stimulated by tributyltin.,"Tributyltin (TBT) is a widespread environmental contaminant that is present in human blood and other tissues. It has been shown to disrupt the immune function of human natural killer (NK) cells and to alter the secretion of a number of pro-inflammatory cytokines from immune cells. Secretion of both interleukin 1β (IL-1β) and interleukin 6 (IL-6) from human lymphocytes can be increased dependent upon the level of TBT exposure. This study shows that the TBT-induced increases in secretion of both cytokines are due to TBT-induced increases in the synthesis of these proteins and not simply because of the release of pre-existing cytokine. Furthermore, the data indicate that these TBT-induced increases in IL-1β and IL-6 synthesis require MAP kinase signaling pathways. Additionally, elevated synthesis of IL-1β and IL-6 seen at the highest exposures to TBT (200, 200, 50 nM) were accompanied by increases in the mRNA for these cytokines. TBT-induced increases in IL-1β and IL-6 mRNAs were also shown to be dependent on MAP kinase signaling. The study suggests that TBT has the capacity to increase immune cell production of these 2 important pro-inflammatory cytokines and that this increase is in part explained by increased mRNA for the cytokines.",P01584,XA,"['IL-1', 'Interleukin-1 beta', 'interleukin 1 beta']",['XA'],[],[],"['IL-1', 'Interleukin-1 beta', 'interleukin 1 beta']",['XA']
PMC6082394,Synthesis of interleukin 1 beta and interleukin 6 in human lymphocytes is stimulated by tributyltin.,"Tributyltin (TBT) is a widespread environmental contaminant that is present in human blood and other tissues. It has been shown to disrupt the immune function of human natural killer (NK) cells and to alter the secretion of a number of pro-inflammatory cytokines from immune cells. Secretion of both interleukin 1β (IL-1β) and interleukin 6 (IL-6) from human lymphocytes can be increased dependent upon the level of TBT exposure. This study shows that the TBT-induced increases in secretion of both cytokines are due to TBT-induced increases in the synthesis of these proteins and not simply because of the release of pre-existing cytokine. Furthermore, the data indicate that these TBT-induced increases in IL-1β and IL-6 synthesis require MAP kinase signaling pathways. Additionally, elevated synthesis of IL-1β and IL-6 seen at the highest exposures to TBT (200, 200, 50 nM) were accompanied by increases in the mRNA for these cytokines. TBT-induced increases in IL-1β and IL-6 mRNAs were also shown to be dependent on MAP kinase signaling. The study suggests that TBT has the capacity to increase immune cell production of these 2 important pro-inflammatory cytokines and that this increase is in part explained by increased mRNA for the cytokines.",P01584,XA,"['IL-1', 'Interleukin-1 beta', 'interleukin 1 beta']",['XA'],[],[],"['IL-1', 'Interleukin-1 beta', 'interleukin 1 beta']",['XA']
